date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
22th week of 2005,10460.97,2.851223166,2071.43,7.557827201,1196.02,3.60276584,,,13818.45,0.260465537,1013.64,1.942178683,,
23th week of 2005,10512.63,2.832297912,2063,7.592796898,1198.11,3.59473671,,,13934.76,0.2499447425,1108.29,1.690911224,,
24th week of 2005,10623.07,2.792456418,2090.11,7.481343087,1216.96,3.523566921,,,13912.03,0.2519869494,1085.61,1.747128343,,
25th week of 2005,10297.83,2.912234908,2053.27,7.633516294,1191.57,3.619955185,,,14230.29,0.2239862996,1101.88,1.706565143,,
26th week of 2005,10303.44,2.910104781,2057.37,7.616311116,1194.44,3.608854359,,,14201.06,0.226505627,1055.59,1.825254123,,
27th week of 2005,10449.14,2.85558333,2112.88,7.389941691,1211.86,3.542603931,,,13964.47,0.2472854322,1017.98,1.92963516,,
28th week of 2005,10640.83,2.786126646,2156.78,7.219169317,1227.92,3.483191087,,,14504.29,0.2008640202,1026.12,1.906394964,,
29th week of 2005,10651.18,2.782447579,2179.74,7.132593796,1233.68,3.462259257,,,14786.46,0.1779479334,1046.32,1.850284808,,
30th week of 2005,10640.91,2.786098181,2184.83,7.113647286,1234.18,3.460451474,,,14880.98,0.1704659236,1083.03,1.753672567,,
31th week of 2005,10558.03,2.81581886,2177.91,7.139427249,1226.42,3.488674353,,,15051.32,0.1572194332,1128.74,1.642158513,,
32th week of 2005,10600.3,2.800602813,2156.9,7.21871204,1230.39,3.47419111,,,15450.95,0.1272886133,1167.92,1.553522502,,
33th week of 2005,10559.23,2.815385213,2135.56,7.300839124,1219.71,3.513367932,,,15038.61,0.1581974664,1150.18,1.592907197,,
34th week of 2005,10397.29,2.874810648,2120.77,7.358728198,1205.1,3.568085636,,,14982.89,0.162504697,1171.86,1.544937109,,
35th week of 2005,10447.37,2.856236546,2141.07,7.279477084,1218.02,3.51963022,,,15221.89,0.1442521264,1188.85,1.508567103,,
36th week of 2005,10678.56,2.772749322,2175.51,7.148406581,1241.48,3.434223669,,,15165.77,0.1484863611,1189.63,1.50692232,,
37th week of 2005,10641.94,2.785731737,2160.35,7.205587058,1237.91,3.447011495,,,14983.2,0.162480645,1212.95,1.458724597,,
38th week of 2005,10419.59,2.86651778,2116.84,7.374246518,1215.29,3.529783015,,,15143.97,0.1501396265,1151.98,1.588855709,,
39th week of 2005,10568.7,2.811966467,2151.69,7.23861244,1228.81,3.479944011,,,15428.52,0.1289274668,1155.61,1.580723601,,
40th week of 2005,10292.31,2.914333128,2090.35,7.480369316,1195.9,3.603227695,,,14847.79,0.173082324,,#DIV/0!,,
41th week of 2005,10287.34,2.916224213,2064.83,7.585181347,1186.57,3.639422874,,,14485.88,0.2023901896,1139.55,1.617094467,,
42th week of 2005,10215.22,2.943872966,2082.21,7.513521691,1179.59,3.666875779,,,14487.85,0.2022266934,1141.32,1.613035783,,
43th week of 2005,10402.77,2.872769464,2089.88,7.482276494,1198.41,3.593586502,,,14215.83,0.225231309,1080.87,1.759175479,,
44th week of 2005,10530.76,2.825700139,2169.43,7.171243138,1220.14,3.511777337,,,14585.79,0.1941540362,1100.05,1.711067679,,
45th week of 2005,10686.04,2.770108478,2202.47,7.048663546,1234.72,3.458500713,,,14740.6,0.1816126888,1090.2,1.735562282,,
46th week of 2005,10766.33,2.741992861,2227.07,6.959758786,1248.27,3.410103583,,,14883.32,0.1702818995,1117,1.66992838,,
47th week of 2005,10931.62,2.685412592,2263.01,6.833345854,1268.25,3.340626848,,,15081.47,0.1549059873,1114.92,1.674909411,,
48th week of 2005,10877.51,2.703745618,2273.37,6.797648425,1265.08,3.351503462,,,15200.38,0.1458713532,1094.29,1.72533789,,
49th week of 2005,10778.58,2.737740036,2256.73,6.85514439,1259.369,3.371236707,,,14910.51,0.1681478367,1113.48,1.678368718,,
50th week of 2005,10875.59,2.704399485,2252.48,6.869965549,1267.32,3.343812139,,,15029.81,0.1588755946,1127.51,1.645040842,,
51th week of 2005,10883.27,2.701785401,2249.42,6.880671462,1268.66,3.339224063,,,15183.58,0.1471392122,1144.87,1.604933311,,
52th week of 2005,10717.5,2.759041754,2205.32,7.038262021,1248.29,3.410032925,,,14876.43,0.1708239141,1161.06,1.568609719,,
01th week of 2006,10959.31,2.676100959,2305.62,6.688578343,1285.45,3.282546968,,,15344.44,0.1351134352,1209.42,1.46590101,,
02th week of 2006,10959.87,2.675913127,2317.04,6.650683631,1287.61,3.275362882,,,15787.97,0.1032247971,1221.46,1.441594485,,
03th week of 2006,10667.39,2.77669983,2247.7,6.886701962,1261.49,3.363887149,,,15662.08,0.1120923913,1255.31,1.375755789,,
04th week of 2006,10907.21,2.693660432,2304.23,6.693216389,1283.72,3.288318325,,,15753.14,0.1056640137,1258.05,1.370581455,,
05th week of 2006,10793.62,2.73253181,2262.58,6.834834569,1264.03,3.355118154,,,15429.73,0.1288389363,,#DIV/0!,,
06th week of 2006,10919.05,2.689655236,2261.88,6.837259271,1266.99,3.344943528,,,15425.95,0.1291155488,1282.66,1.325097844,,
07th week of 2006,11115.32,2.624504738,2282.36,6.766934226,1287.24,3.276591778,,,15475.69,0.1254864888,1267.41,1.35307438,,
08th week of 2006,11061.85,2.642024616,2287.04,6.751040646,1289.43,3.269328308,,,15856.05,0.09848795885,1296.87,1.299621396,,
09th week of 2006,11021.59,2.655328315,2302.6,6.698662382,1287.23,3.276625001,,,15802,0.1022452854,1293.3,1.305969226,,
10th week of 2006,11076.34,2.637260142,2262.04,6.836704921,1281.42,3.296015358,,,15445.05,0.1277192369,1245.65,1.394179746,,
11th week of 2006,11279.65,2.571700363,2306.48,6.68571156,1307.25,3.211130235,,,15801.66,0.1022690021,1269.46,1.349274495,,
12th week of 2006,11279.97,2.571599038,2312.82,6.664643163,1302.95,3.225027821,,,15716.46,0.1082444774,1294.7,1.303475709,,
13th week of 2006,11109.32,2.626462286,2339.79,6.576295309,1294.869,3.251395315,,,15805.04,0.1020332755,1298.3,1.2970885,,
14th week of 2006,11120.04,2.622966284,2339.02,6.578789408,1295.5,3.249324585,,,16471.77,0.05742612968,1342.97,1.220682517,,
15th week of 2006,11137.65,2.617237927,2326.11,6.62085198,1289.119,3.270358283,,,16429.45,0.06014991372,1359.54,1.193616959,,
16th week of 2006,11347.45,2.550359772,2342.86,6.566367602,1311.28,3.19818803,,,16912.15,0.02989152769,1416.79,1.104976743,,
17th week of 2006,11367.14,2.544209889,2322.57,6.632467482,1310.61,3.200334196,,,16661.3,0.04539741797,1440.22,1.070732249,,
18th week of 2006,11577.74,2.479740433,2342.57,6.567304285,1325.76,3.152335264,,,17013.93,0.0237305549,,#DIV/0!,,
19th week of 2006,11380.99,2.539896793,2243.78,6.900480439,1291.24,3.263343763,,,16901.84,0.03051975406,1602.83,0.8606527205,,
20th week of 2006,11144.06,2.615157313,2193.88,7.080177585,1267.03,3.344806358,,,16313.36,0.06769420892,1659.55,0.7970594438,,
21th week of 2006,11278.61,2.572029709,2210.37,7.019897121,1280.16,3.30024372,,,15895.1,0.09578926839,1613.89,0.8479016538,,
22th week of 2006,11247.87,2.58179193,2219.41,6.987230841,1288.22,3.273338405,,,15912.71,0.09457659946,1669.4,0.7864562118,,
23th week of 2006,10891.92,2.698845566,2135.06,7.30278306,1252.3,3.395911523,,,15628.69,0.1144683272,1551.38,0.9223594477,,
24th week of 2006,11014.54,2.657667955,2129.95,7.322702411,1251.54,3.398580948,,,15842.65,0.09941707984,1574.47,0.8941675611,,
25th week of 2006,10989.09,2.66613887,2121.47,7.355970153,1244.5,3.423463238,,,15808.81,0.1017704685,1605.71,0.8573154555,,
26th week of 2006,11150.22,2.613160099,2172.09,7.161236413,1270.2,3.333963155,,,16267.62,0.07069626657,1672.21,0.7834542312,,
27th week of 2006,11090.67,2.632560522,2130.06,7.322272612,1265.48,3.350128015,,,16459.77,0.0581970465,1730.19,0.7236893058,,
28th week of 2006,10739.35,2.751393706,2037.35,7.700979213,1236.2,3.453162919,,,16135.71,0.07944924642,1665.21,0.7909512914,,
29th week of 2006,10868.38,2.706856956,2020.39,7.774018878,1240.29,3.438478098,,,16464.18,0.05791360396,1665.33,0.7908222394,,
30th week of 2006,11219.7,2.590784959,2094.14,7.465021441,1278.55,3.305658754,,,16955.04,0.02728628184,1662.03,0.7943779595,,
31th week of 2006,11240.35,2.584188215,2085.05,7.501925613,1279.36,3.302932716,,,16887.8,0.03137649664,1570.15,0.8993790402,,
32th week of 2006,11088.02,2.633428692,2057.71,7.614887423,1266.74,3.345801033,,,17249.95,0.009723506445,1605.93,0.8570610176,,
33th week of 2006,11381.47,2.539747502,2163.95,7.191936043,1302.3,3.227136604,,,17330.7,0.005018839401,1598.02,0.8662532384,,
34th week of 2006,11284.05,2.570307647,2140.29,7.282494428,1295.09,3.250669838,,,16955.45,0.02726144101,1623.03,0.837495302,,
35th week of 2006,11464.15,2.514218673,2193.16,7.082830254,1311.01,3.199052639,,,17423.72,-0.0003466538718,1636.69,0.8221593582,,
36th week of 2006,11392.11,2.536441449,2165.79,7.184976383,1298.92,3.238136298,,,17145.75,0.01585990697,1667.98,0.7879770741,,
37th week of 2006,11560.77,2.484848328,2235.59,6.929423553,1319.66,3.17152903,,,17237.65,0.01044399904,1721.05,0.7328433224,,
38th week of 2006,11508.1,2.500797699,2218.93,6.988958642,1314.78,3.187012276,,,17594.68,-0.010059859,1725.36,0.7285146288,,
39th week of 2006,11679.07,2.449549493,2258.43,6.849231546,1335.85,3.120971666,,,17543.05,-0.007146419807,1752.42,0.7018237637,,
40th week of 2006,11850.21,2.399731313,2299.99,6.707398728,1349.59,3.07901659,,,17903.39,-0.02712949894,,#DIV/0!,,
41th week of 2006,11960.51,2.36837894,2357.29,6.520050567,1365.619,3.031138993,,,17988.86,-0.0317518731,1784.66,0.6710802058,,
42th week of 2006,12002.37,2.356631232,2342.3,6.568176579,1368.6,3.022358615,,,18113.55,-0.03841709659,1790.36,0.6657599589,,
43th week of 2006,12090.26,2.332230242,2350.62,6.54138908,1377.34,2.996834478,,,18351.36,-0.05087797308,1807.18,0.6502562003,,
44th week of 2006,11986.04,2.361204368,2330.79,6.60555005,1364.3,3.035036282,,,18749.68,-0.07104121244,1866.36,0.5979285883,,
45th week of 2006,12108.43,2.327229872,2389.72,6.417998761,1380.9,2.986530524,,,18891.14,-0.07799741043,1883.35,0.5835134202,,
46th week of 2006,12342.55,2.264117221,2445.86,6.247732904,1401.2,2.928775335,,,19182.71,-0.09201150411,1971.79,0.5124886524,,
47th week of 2006,12280.17,2.280698069,2460.26,6.205311634,1400.95,2.929476427,,,19260.3,-0.09566933018,2050.81,0.4542107753,,
48th week of 2006,12194.13,2.303846195,2413.21,6.345792534,1396.71,2.941405159,,,18690.82,-0.0681157916,2102.05,0.4187626365,,
49th week of 2006,12307.48,2.273418279,2437.36,6.273008501,1409.84,2.904698405,,,18739.99,-0.0705608701,2093.64,0.4244617031,,
50th week of 2006,12445.52,2.237111025,2457.2,6.214284552,1427.09,2.857500228,,,19110.65,-0.08858777697,2273.91,0.3115338778,,
51th week of 2006,12343.21,2.263942686,2401.18,6.382595224,1410.76,2.902152032,,,19320.52,-0.09848803241,2343.67,0.2724957012,,
52th week of 2006,12463.15,2.232531904,2415.29,6.339466482,1418.3,2.881407319,,,19964.72,-0.1275770459,2675.47,0.1146863915,,
01th week of 2007,12398.01,2.24951585,2434.25,6.282300503,1409.71,2.905058487,,,20211.27,-0.1382194192,2641.33,0.1290940549,,
02th week of 2007,12556.08,2.208607304,2502.82,6.082786617,1430.73,2.847686146,,,19613.41,-0.1119504461,2668.11,0.1177612617,,
03th week of 2007,12565.53,2.206194247,2451.31,6.231619012,1430.5,2.848304789,,,20327.72,-0.1431562418,2832.21,0.05299748253,,
04th week of 2007,12487.02,2.226352645,2435.49,6.278592809,1422.18,2.87081804,,,20281.13,-0.1411878924,2882.56,0.03460465697,,
05th week of 2007,12653.49,2.183906574,2475.88,6.159854274,1448.39,2.800771892,,,20563.68,-0.1529881811,2673.21,0.1156287759,,
06th week of 2007,12580.83,2.202295079,2459.82,6.206600483,1438.06,2.828073933,,,20677.66,-0.1576571043,2730.39,0.09226520753,,
07th week of 2007,12767.57,2.15545793,2496.31,6.101257456,1455.54,2.782101488,,,20567.91,-0.1531623777,2998.47,-0.005389415268,,
08th week of 2007,12647.48,2.185419546,2515.1,6.048204843,1451.19,2.793438488,,,20711.65,-0.1590394778,,#DIV/0!,,
09th week of 2007,12114.1,2.325672563,2368,6.486038851,1387.17,2.96851143,,,19442,-0.1041209752,2831.53,0.05325036288,,
10th week of 2007,12276.32,2.281726934,2387.55,6.424740843,1402.84,2.924182373,,,19134.88,-0.08974187452,2937.91,0.01511278426,,
11th week of 2007,12110.41,2.326685884,2372.66,6.471335969,1386.95,2.969140921,,,18953.5,-0.08103094415,2930.48,0.01768652234,,
12th week of 2007,12481.01,2.227906235,2448.93,6.238647083,1436.11,2.833271825,,,19692.64,-0.115523363,3074.29,-0.02991910327,,
13th week of 2007,12354.35,2.260999567,2421.64,6.320221007,1420.86,2.874414087,,,19800.93,-0.1203605083,3183.98,-0.0633389657,,
14th week of 2007,12560.83,2.207393938,2471.34,6.173007356,1443.76,2.812960603,,,20209.71,-0.1381528978,3323.59,-0.1026841458,,
15th week of 2007,12612.13,2.194347822,2491.94,6.113710603,1452.85,2.789104175,,,20340.97,-0.1437143853,3518.27,-0.1523362334,,
16th week of 2007,12961.98,2.108130857,2526.39,6.016707634,1484.35,2.708694041,,,20566.59,-0.1531080262,3584.2,-0.167928687,,
17th week of 2007,13120.94,2.070475896,2557.21,5.932140888,1494.07,2.684566319,,,20526.5,-0.1514539741,3759.87,-0.2068050225,,
18th week of 2007,13264.62,2.037217048,2572.15,5.891876446,1505.619,2.656303487,,,20841.08,-0.1642621208,3841.27,-0.2236135445,,
19th week of 2007,13326.22,2.023177615,2562.22,5.918586226,1505.85,2.655742604,,,20468.21,-0.1490374586,4021.68,-0.2584417457,,
20th week of 2007,13556.53,1.971817272,2558.45,5.928781098,1522.75,2.615169923,,,20904.84,-0.1668111308,4030.26,-0.2600204453,,
21th week of 2007,13507.28,1.982653058,2557.19,5.932195105,1515.73,2.631913335,,,20520.66,-0.1512124854,4179.78,-0.286491155,,
22th week of 2007,13668.11,1.947556758,2613.92,5.781745424,1536.34,2.583191221,,,20602.86,-0.1545989246,4000.74,-0.2545604063,,
23th week of 2007,13424.39,2.001069695,2573.54,5.88815406,1507.67,2.651329535,,,20509.15,-0.1507361348,3913.14,-0.2378729102,,
24th week of 2007,13639.48,1.953743838,2626.71,5.748723689,1532.91,2.591208877,,,21017.05,-0.171259525,4132.87,-0.2783924972,,
25th week of 2007,13360.26,2.015474998,2588.96,5.847127804,1502.56,2.663747205,,,21999.91,-0.2082840339,4091.45,-0.2710872674,,
26th week of 2007,13408.62,2.00459928,2603.23,5.809594235,1503.35,2.661821931,,,21772.73,-0.2000231482,3820.7,-0.2194336116,,
27th week of 2007,13611.68,1.959776457,2666.51,5.64799307,1530.44,2.597004783,,,22531.74,-0.2269713746,3781.35,-0.2113107753,,
28th week of 2007,13907.25,1.896872495,2707,5.548555597,1552.5,2.54589372,,,23099.29,-0.2459647028,3914.4,-0.2381182301,,
29th week of 2007,13851.08,1.908620122,2687.6,5.595825272,1534.1,2.58842318,,,23291.9,-0.2522001211,4058.85,-0.265232763,,
30th week of 2007,13265.47,2.037022435,2562.24,5.918532222,1458.95,2.773261592,,,22570.41,-0.2282958085,4345.36,-0.313679419,,
31th week of 2007,13181.91,2.056274091,2511.25,6.059010453,1450.92,2.794144405,,,22538.43,-0.2272008299,4560.77,-0.3460950673,,
32th week of 2007,13239.54,2.042970526,2544.89,5.965699893,1453.64,2.787044935,,,21792.71,-0.2007565833,4749.37,-0.3720619787,,
33th week of 2007,13079.08,2.080303049,2505.03,6.076538006,1445.94,2.807211918,,,20387.13,-0.1456531645,4656.57,-0.3595479076,,
34th week of 2007,13378.87,2.011280474,2576.69,5.879733301,1479.369,2.721181125,,,22921.89,-0.2401289771,5107.67,-0.4161114559,,
35th week of 2007,13357.74,2.016043882,2596.36,5.827612504,1473.99,2.734760751,,,23984.14,-0.2737834252,5218.83,-0.4285481612,,
36th week of 2007,13113.38,2.072246057,2565.7,5.909202167,1453.55,2.787279419,,,23982.61,-0.2737370953,5277.18,-0.4348667281,,
37th week of 2007,13442.52,1.997022136,2602.18,5.812341959,1484.25,2.708943911,,,24898.11,-0.3004416801,5312.18,-0.4385901833,,
38th week of 2007,13820.19,1.915121283,2671.22,5.636271067,1525.75,2.608061609,,,25843.77,-0.3260395058,5454.67,-0.4532556507,,
39th week of 2007,13895.63,1.899294958,2701.5,5.56188784,1526.75,2.605698379,,,27142.47,-0.3582868471,5552.3,-0.4628694415,,
40th week of 2007,14066.01,1.864176124,2780.32,5.37586321,1557.59,2.534306204,,,27831.52,-0.3741743175,,#DIV/0!,,
41th week of 2007,14093.08,1.858674612,2805.68,5.318233013,1561.8,2.524779101,,,28838.36,-0.396023907,5903.26,-0.4948028716,,
42th week of 2007,13522.02,1.979401746,2725.16,5.504917142,1500.63,2.668459247,,,29465.05,-0.4088698305,5818.05,-0.4874038552,,
43th week of 2007,13806.7,1.917969537,2804.19,5.321590192,1535.28,2.585665156,,,30405.22,-0.4271483647,5589.63,-0.4664566349,,
44th week of 2007,13595.1,1.963386073,2810.38,5.307666579,1509.65,2.646540589,,,30468.34,-0.4283351177,5777.81,-0.4838338402,,
45th week of 2007,13042.74,2.088885464,2627.94,5.745564967,1453.7,2.786888629,,,28783.41,-0.3948708648,5315.54,-0.4389450554,,
46th week of 2007,13176.79,2.057461643,2637.24,5.721777313,1458.74,2.77380479,,,27614.43,-0.3692544079,5316.27,-0.4390220963,,
47th week of 2007,12980.88,2.103605457,2596.6,5.826981437,1440.7,2.821059207,,,26541.09,-0.3437466208,5032.13,-0.4073463921,,
48th week of 2007,13371.72,2.012890638,2660.96,5.661858878,1481.14,2.716731707,,,28643.61,-0.3919174294,4871.78,-0.3878397629,,
49th week of 2007,13625.58,1.95675707,2706.16,5.550588287,1504.66,2.658633844,,,28842.47,-0.3961099726,5091.76,-0.4142870049,,
50th week of 2007,13339.85,2.020088682,2635.74,5.725602677,1467.95,2.750127729,,,27563.64,-0.3680921678,5007.91,-0.4044801125,,
51th week of 2007,13450.65,1.99521064,2691.99,5.585069038,1484.46,2.708419223,,,27626.91,-0.3695393368,5101.78,-0.4154373572,,
52th week of 2007,13365.87,2.014209326,2674.46,5.628231493,1478.49,2.723393462,,,27370.59,-0.3636352011,5261.56,-0.4331890162,,
00th week of 2008,12800.18,2.147419021,2504.65,6.077611642,1411.63,2.899747101,,,27519.68,-0.3670827568,5361.57,-0.4437618086,,
01th week of 2008,12606.3,2.195825103,2439.94,6.265318,1401.02,2.929280096,,,26867,-0.3517072989,5484.68,-0.4562472195,,
02th week of 2008,12099.3,2.329740564,2340.02,6.575550636,1325.19,3.154121296,,,25201.86,-0.308873234,5180.51,-0.4243211576,,
03th week of 2008,12207.17,2.300316945,2326.2,6.620557132,1330.61,3.137200231,,,25122.36,-0.3066861553,4761.69,-0.3736866533,,
04th week of 2008,12743.19,2.161494885,2413.36,6.345335963,1395.42,2.945048803,,,24123.58,-0.2779811288,4320.77,-0.3097734894,,
05th week of 2008,12182.13,2.307100647,2304.85,6.691146929,1331.29,3.135087021,,,23469.46,-0.2578576584,4599.7,-0.3516294541,,
06th week of 2008,12348.21,2.26262106,2321.8,6.634998708,1349.99,3.077807984,,,24148.43,-0.2787241241,4497.13,-0.3368414967,,
07th week of 2008,12381.02,2.253975036,2303.35,6.696155599,1353.11,3.068405377,,,23305.04,-0.2526217505,4370.29,-0.3175944846,,
08th week of 2008,12266.39,2.284383588,2271.48,6.80413651,1330.63,3.137138047,,,24331.66,-0.284155705,4348.54,-0.3141813114,,
09th week of 2008,11893.69,2.387302847,2212.49,7.012212485,1293.369,3.256325921,,,22501.33,-0.2259266452,4300.52,-0.3065233972,,
10th week of 2008,11951.09,2.371033939,2212.49,7.012212485,1288.14,3.273603801,,,22237.11,-0.2167291523,3962.67,-0.2473988498,,
11th week of 2008,12361.32,2.259160834,2258.11,6.850343872,1329.51,3.140623237,,,21108.22,-0.1748389964,3796.58,-0.2144746061,,
12th week of 2008,12216.4,2.297823418,2261.18,6.839685474,1315.22,3.185611533,,,23285.95,-0.2520090441,3580.15,-0.1669874167,,
13th week of 2008,12609.42,2.195034347,2370.98,6.476629917,1370.4,3.017075306,,,24264.63,-0.2821782158,3446.24,-0.1346191792,,
14th week of 2008,12325.42,2.268653725,2290.24,6.740210633,1332.83,3.130309192,,,24667.79,-0.2939099936,3492.89,-0.146176948,,
15th week of 2008,12849.36,2.135372501,2402.97,6.377095844,1390.33,2.959491631,,,24197.77,-0.2801948279,3094.67,-0.03630758692,,
16th week of 2008,12891.86,2.125036263,2422.93,6.316323625,1397.84,2.938218966,,,25516.77,-0.3174026336,3557.75,-0.1617426744,,
17th week of 2008,13058.2,2.085228439,2476.99,6.156645768,1413.9,2.893486102,,,26241.02,-0.336242265,3693.11,-0.192466512,,
18th week of 2008,12745.88,2.160827656,2445.52,6.248740554,1388.28,2.965338404,,,25063.16,-0.3050485254,3613.49,-0.1746732383,,
19th week of 2008,12986.8,2.102190686,2528.85,6.009881962,1425.35,2.862209282,,,25618.86,-0.3201227533,3624.23,-0.1771190018,,
20th week of 2008,12479.63,2.228263178,2444.67,6.251260906,1375.93,3.00093028,,,24714.07,-0.2952322301,3473.09,-0.141309324,,
21th week of 2008,12638.32,2.187728274,2522.66,6.027082524,1400.38,2.931075851,,,24533.11,-0.2900337544,3433.35,-0.1313702361,,
22th week of 2008,12209.81,2.299603352,2474.56,6.163673542,1360.68,3.045771232,,,24402.18,-0.2862244275,3329.67,-0.1043226506,,
23th week of 2008,12307.35,2.273452855,2454.5,6.222220411,1360.03,3.04770483,,,22592.3,-0.2290435237,2868.8,0.03956706637,,
24th week of 2008,11842.69,2.401890111,2406.09,6.367529893,1317.93,3.177004849,,,22745.59,-0.2342392525,2831.74,0.05317225451,,
25th week of 2008,11346.51,2.550653902,2315.63,6.655342175,1278.38,3.306231324,,,22042.34,-0.2098080331,2748.43,0.08509585472,,
26th week of 2008,11288.53,2.568890724,2245.38,6.89485076,1262.9,3.359014966,,,21423.82,-0.1869946629,2669.89,0.1170160568,,
27th week of 2008,11100.54,2.629330645,2239.08,6.917064151,1239.49,3.44134281,,,22184.55,-0.2148734142,2856.63,0.04399589726,,
28th week of 2008,11496.57,2.504308676,2282.78,6.765505217,1260.68,3.366690992,,,21874.18,-0.2037333514,2778.37,0.07340275053,,
29th week of 2008,11370.69,2.543103365,2310.53,6.672239703,1257.76,3.376828648,,,22740.71,-0.2340749255,2865.1,0.04090956686,,
30th week of 2008,11326.32,2.556983204,2310.96,6.67081213,1260.31,3.367972959,,,22862.59,-0.2381580565,2801.82,0.06441884204,,
31th week of 2008,11734.32,2.433307597,2414.1,6.343084379,1296.32,3.246636633,,,21885.21,-0.2041346645,2605.72,0.1445243541,,
32th week of 2008,11659.9,2.455220885,2452.52,6.228051147,1298.2,3.240486828,,,21160.58,-0.1768807849,2450.61,0.216966388,,
33th week of 2008,11628.06,2.464681985,2414.71,6.341229382,1292.2,3.260176443,,,20392.06,-0.1458597121,2405.23,0.2399271587,,
34th week of 2008,11543.55,2.490046823,2367.52,6.487556599,1282.83,3.291293468,,,21261.89,-0.1808028355,2397.37,0.243992375,,
35th week of 2008,11220.96,2.59038175,2255.88,6.858104154,1242.31,3.431261118,,,19933.28,-0.1262010066,2202.45,0.3540874935,,
36th week of 2008,11421.99,2.527190096,2261.27,6.839373449,1251.7,3.398018695,,,19352.9,-0.09999638297,2079.67,0.4340303991,,
37th week of 2008,11388.44,2.537581091,2273.9,6.795830951,1255.08,3.386174586,,,19327.73,-0.09882433167,2075.09,0.4371954951,,
38th week of 2008,11143.13,2.615459032,2183.34,7.119184369,1213.27,3.53732475,,,18682.09,-0.06768032913,2293.78,0.3001726408,,
39th week of 2008,10325.38,2.90179635,1947.39,8.102922373,1099.23,4.00805109,,,17682.4,-0.01497081844,,#DIV/0!,,
40th week of 2008,8451.19,3.767083689,1649.51,9.746791471,899.22,5.121972376,,,14796.87,0.1771192151,2000.57,0.4907301419,,
41th week of 2008,8852.22,3.55112164,1711.29,9.358817033,940.55,4.852958375,,,14554.21,0.1967451342,1930.65,0.5447181001,,
42th week of 2008,8378.95,3.808183603,1552.03,10.42177664,876.77,5.278727602,,,12618.38,0.380342009,1839.62,0.621155456,,
43th week of 2008,9325.01,3.320373919,1720.95,9.300671141,968.75,4.682580645,,,13968.67,0.2469104074,1728.79,0.7250851752,,
44th week of 2008,8943.81,3.504515413,1647.4,9.760556028,930.99,4.913060291,,,14243.43,0.2228571348,1747.71,0.7064101024,,
45th week of 2008,8497.31,3.741209865,1516.85,10.68667963,873.29,5.303747896,,,13542.66,0.286134334,1986.44,0.5013340448,,
46th week of 2008,8046.42,4.006888778,1384.35,11.80524434,800.03,5.880991963,,,12659.2,0.3758910516,1969.39,0.5143318489,,
47th week of 2008,8829.04,3.563070277,1535.57,10.54420834,896.24,5.142327948,,,13888.24,0.254131553,1871.16,0.5938294961,,
48th week of 2008,8635.42,3.665381649,1509.31,10.74506231,876.07,5.28374445,,,13846.09,0.2579493561,2018.66,0.4773711274,,
49th week of 2008,8629.68,3.668484811,1540.72,10.50562075,879.73,5.257601764,,,14758.39,0.1801883539,1954.22,0.5260871345,,
50th week of 2008,8579.11,3.696003432,1564.32,10.33204204,887.88,5.200162184,,,15127.51,0.1513910749,2018.46,0.4775175134,,
51th week of 2008,8515.55,3.731054365,1530.24,10.58441813,872.8,5.307286893,,,14184.14,0.2279687031,1851.52,0.6107360439,,
52th week of 2008,,#DIV/0!,,#DIV/0!,,#DIV/0!,,,,#DIV/0!,1820.81,0.6379029113,,
00th week of 2009,9034.69,3.459204466,1632.21,9.860698072,931.8,4.907920155,,,15042.81,0.157874094,,#DIV/0!,,
01th week of 2009,8599.18,3.685043225,1571.59,10.27962128,890.35,5.182961757,,,14377.44,0.2114590636,1904.86,0.5656321199,,
02th week of 2009,8281.22,3.864926907,1529.33,10.59131123,850.12,5.475556392,,,13255.51,0.313995463,1954.44,0.5259153517,,
03th week of 2009,8077.56,3.987586598,1477.29,10.99963447,831.95,5.616984194,,,12578.6,0.3847073601,1990.66,0.4981513669,,
04th week of 2009,8000.86,4.035399945,1476.42,11.00670541,825.88,5.665617281,,,13278.21,0.3117490987,,#DIV/0!,,
05th week of 2009,8280.59,3.865297038,1591.71,10.1370413,868.6,5.337784941,,,13655.04,0.2755495407,2181.24,0.3672544058,,
06th week of 2009,7850.41,4.131901391,1534.36,10.55331213,826.84,5.657878187,,,13554.67,0.2849947656,2320.79,0.2850408697,,
07th week of 2009,7365.67,4.469635485,1441.23,11.29986886,770.05,6.148886436,,,12699.17,0.3715605036,2261.48,0.3187425933,,
08th week of 2009,7062.93,4.704081734,1377.84,11.86574639,735.09,6.488878913,,,12811.57,0.3595273647,2082.85,0.4318409871,,
09th week of 2009,6626.94,5.079356385,1293.85,12.7009236,683.38,7.055547426,,,11921.52,0.4610284595,2193.01,0.3599162795,,
10th week of 2009,7223.98,4.576916049,1431.5,11.38347188,756.55,6.276452316,,,12525.8,0.3905443165,2128.85,0.4009018954,,
11th week of 2009,7278.38,4.535233115,1457.27,11.16448565,768.54,6.162932313,,,12833.51,0.3572031346,2281.09,0.3074056701,,
12th week of 2009,7776.18,4.180889588,1545.2,10.47226249,815.94,5.746819619,,,14119.5,0.2335904246,2374.44,0.2560056266,,
