date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
48th week of 2018,25538.461,0.5775237983,7330.54,1.418231126,2760.16,0.9944495971,6949.01,1.809410261,26506.75,-0.342896432,2588.19,0.1522763012,3410.93,18.59172425
49th week of 2018,24388.949,0.6518764298,6969.25,1.543593644,2633.08,1.09070746,6613.27,1.952037343,26063.76,-0.3317280392,2605.89,0.144449689,3211.72,19.80691966
50th week of 2018,24100.51,0.6716463676,6910.67,1.565155043,2599.95,1.117348411,6594.96,1.960233269,26094.79,-0.332522699,2593.74,0.1498106981,3948.91,15.92264448
51th week of 2018,22445.369,0.7949150223,6333,1.799137849,2416.58,1.278012729,6046.56,2.22871517,25753.42,-0.3236750692,2516.25,0.1852200695,3695.32,17.08395484
52th week of 2018,23062.4,0.7468923442,6584.52,1.692214467,2485.74,1.214632262,6285.27,2.106090908,25504.2,-0.3170662087,2493.9,0.1958418541,3770.96,16.72121688
00th week of 2019,23433.16,0.7192529731,6738.86,1.630554723,2531.94,1.174222138,6422.67,2.039642392,25626.03,-0.3203129786,2514.87,0.1858704426,3583.13,17.65017457
01th week of 2019,23995.949,0.6789304728,6971.48,1.542780012,2596.26,1.120357745,6601.4,1.957345412,26667.27,-0.3468517775,2553.83,0.1677793745,3665.3,17.23206832
02th week of 2019,24706.35,0.6306548721,7157.23,1.476787808,2670.71,1.06124963,6784.61,1.877485957,27090.81,-0.3570631517,2596.01,0.148805282,3565.25,17.74370661
03th week of 2019,24737.199,0.6286213326,7164.86,1.474150228,2664.76,1.065852084,6787.37,1.876315863,27569.19,-0.3682193782,2601.72,0.1462839967,3504.77,18.06715705
04th week of 2019,25063.891,0.6073932814,7263.87,1.440426384,2706.53,1.033969696,6875.52,1.839439053,27930.74,-0.3763974746,2618.23,0.1390557743,3665.18,17.23266524
05th week of 2019,25106.33,0.6046761912,7298.2,1.428946864,2707.88,1.03295567,6913.13,1.823991448,27946.32,-0.3767451314,,#DIV/0!,3618.41,17.46833278
06th week of 2019,25883.25,0.5565097119,7472.41,1.372318971,2775.6,0.9833549503,7055.18,1.767132802,27900.84,-0.3757291895,2682.39,0.1118107359,4117.76,15.2287263
07th week of 2019,26031.811,0.5476268631,7527.54,1.354944643,2792.67,0.9712318319,7090.62,1.75330225,28816.3,-0.3955615398,2804.23,0.0635040635,3819.93,16.49403785
08th week of 2019,26026.32,0.5479533795,7595.35,1.333920096,2803.69,0.9634838374,7151.57,1.729836945,28812.17,-0.3954748983,2994.01,-0.003907802579,3943.04,15.9478372
09th week of 2019,25450.24,0.5829921447,7408.14,1.392900242,2743.07,1.006875508,7015.69,1.782708472,28228.42,-0.3829736131,2969.86,0.0041921168,4005.98,15.68156107
10th week of 2019,25848.869,0.5585799905,7688.53,1.305634497,2822.48,0.9504124033,7306.99,1.671773193,29012.26,-0.3996441504,3021.75,-0.01305203938,4006.01,15.68143614
11th week of 2019,25502.32,0.5797594101,7642.67,1.319469505,2800.71,0.9655730154,7326.06,1.66481847,29113.36,-0.4017289657,3104.15,-0.03925068054,4106.97,15.27136307
12th week of 2019,25928.68,0.5537825296,7729.32,1.293466954,2834.4,0.9422099915,7378.77,1.645782427,29051.36,-0.4004521647,3090.76,-0.03508845721,5043.89,12.24890115
13th week of 2019,26424.99,0.5245996309,7938.69,1.232980504,2892.74,0.9030400243,7578.84,1.575937742,29936.32,-0.4181756475,3246.57,-0.08139667403,5045.22,12.24540853
14th week of 2019,26412.301,0.5253320792,7984.16,1.220263622,2907.41,0.893437802,7628.15,1.559286328,29909.76,-0.4176589849,3188.63,-0.06470490461,5291.73,11.62838429
15th week of 2019,26559.539,0.5168761024,7998.06,1.216404978,2905.03,0.8949890363,7689.71,1.538797952,29963.26,-0.4186987664,3270.8,-0.0882016632,5295.69,11.61894106
16th week of 2019,26543.33,0.5178024008,8146.4,1.176045861,2939.88,0.8725254092,7826.68,1.494367982,29605.01,-0.4116644446,3086.4,-0.03372537584,5829.45,10.46351714
17th week of 2019,26504.949,0.5200002837,8164,1.171354728,2945.64,0.8688638123,7845.73,1.488311476,30081.55,-0.4209846235,3078.34,-0.03119538453,7076.22,8.443742563
18th week of 2019,25942.369,0.5529626458,7916.94,1.239115113,2881.4,0.9105296037,7586.53,1.573326672,28550.24,-0.3899287712,2939.21,0.01466380422,7257.45,8.207917381
19th week of 2019,25764,0.5637140972,7816.28,1.267950995,2859.53,0.9251415442,7503.68,1.601739413,27946.46,-0.3767482536,2882.3,0.03469798425,8025.41,7.326801995
20th week of 2019,25585.69,0.574611824,7637.01,1.321188528,2826.06,0.9479416573,7300.96,1.67397986,27353.93,-0.3632476211,2852.99,0.04532788408,8544.07,6.821331052
21th week of 2019,24815.039,0.623512661,7453.15,1.37844938,2752.06,1.00031976,7127.96,1.738879006,26901.09,-0.3525288381,2898.7,0.02884396454,7893.62,7.465824299
22th week of 2019,25983.94,0.550478103,7742.1,1.289681094,2873.34,0.9158888262,7417.29,1.632042161,26965.28,-0.3540701228,2827.8,0.0546396492,8808.7,6.586363482
23th week of 2019,26089.609,0.5441983052,7796.66,1.273658207,2886.98,0.9068369022,7479.11,1.610286518,27118.35,-0.3577160852,2881.97,0.03481646235,10729.5,5.228249219
24th week of 2019,26719.131,0.5078158792,8031.71,1.207119032,2950.46,0.8658107549,7728.78,1.525963994,28473.71,-0.3882890568,3001.98,-0.006552342121,11903.13,4.614153588
25th week of 2019,26599.961,0.5145710176,8006.24,1.21414047,2941.76,0.8713287284,7671.08,1.544963682,28542.62,-0.389765901,2978.88,0.001151439467,11256.49,4.936664093
26th week of 2019,26922.119,0.496447215,8161.79,1.171942674,2990.41,0.8408846947,7841.3,1.489717266,28774.83,-0.3946904291,3011.06,-0.009548132551,11355.76,4.88476685
27th week of 2019,27332.029,0.4740043632,8244.14,1.150247327,3013.77,0.8266158333,7943.24,1.457765345,28471.62,-0.3882441533,2930.55,0.01766221358,10740.23,5.222026903
28th week of 2019,27154.199,0.4836574631,8146.49,1.17602182,2976.61,0.8494193059,7834.9,1.491751011,28765.4,-0.3944919939,2924.2,0.01987210177,9476.52,6.051744733
29th week of 2019,27192.449,0.4815704904,8330.21,1.128030386,3025.86,0.8193174833,8016.95,1.435167988,28397.74,-0.3866525998,2944.54,0.01282713089,10816.86,5.177948129
30th week of 2019,26485.01,0.5211446022,8004.07,1.214740751,2932.05,0.8775259631,7692.8,1.537778182,26918.58,-0.3529495241,2867.84,0.03991505802,11309.31,4.908936973
31th week of 2019,26287.44,0.5325771547,7959.14,1.227243144,2918.65,0.8861459922,7646.27,1.553221375,25939.3,-0.3285215869,2774.75,0.07480313542,10216.02,5.541294947
32th week of 2019,25886.01,0.5563437548,7895.99,1.245056035,2888.68,0.9057147209,7604.11,1.567377379,25734.22,-0.3231704711,2823.82,0.05612609869,10134.35,5.594009483
33th week of 2019,25628.9,0.5719570485,7751.77,1.286824815,2847.11,0.9335396244,7465,1.615220362,26179.33,-0.3346781602,2897.43,0.02929492688,9587.47,5.97013915
34th week of 2019,26403.279,0.5258532851,7962.88,1.226197054,2926.46,0.8811123337,7691,1.538372123,25724.73,-0.3229207848,2886.24,0.03328552026,10455.88,5.391236319
35th week of 2019,26797.461,0.5034084759,8103.07,1.187681953,2978.71,0.8481154594,7852.54,1.486153525,26690.76,-0.3474266001,2999.6,-0.00576410188,10335.02,5.465976844
36th week of 2019,27219.52,0.4800970039,8176.71,1.167979542,3007.39,0.8304908908,7892.96,1.473421885,27352.69,-0.3632187547,3031.24,-0.01614190892,9986.39,5.691707414
37th week of 2019,26935.07,0.4957276888,8117.67,1.183747307,2992.07,0.8398633722,7823.55,1.495365914,26435.67,-0.3411296177,3006.45,-0.008029403449,8198.81,7.15069504
38th week of 2019,26820.25,0.502131039,7939.63,1.232716134,2961.79,0.8586733023,7681.58,1.541484955,25954.81,-0.3289228471,2932.17,0.01709996351,8126.19,7.22353403
39th week of 2019,26573.721,0.5160665682,7982.47,1.220733683,2952.01,0.8648310812,7754.1,1.517715789,25821.03,-0.325445964,2905.19,0.02654559599,8300.09,7.051237999
40th week of 2019,26816.59,0.5023360539,8057.04,1.200180215,2970.27,0.8533668656,7843.88,1.488898351,26308.44,-0.3379432608,2973.66,0.00290887324,7948.01,7.40789078
41th week of 2019,26770.199,0.5049395038,8089.54,1.191340917,2986.2,0.843480008,7868.49,1.481113911,26719.58,-0.3481304721,2938.14,0.0150333204,9230,6.240086674
42th week of 2019,26958.061,0.4944520676,8243.12,1.150513398,3022.55,0.8213098212,8029.22,1.431446641,26667.39,-0.3468547166,2954.93,0.009265870934,9289.52,6.193697844
43th week of 2019,27347.359,0.4731780864,8386.4,1.113772298,3066.91,0.794966269,8161.17,1.392134951,27100.76,-0.3572992049,2958.2,0.008150226489,8809.41,6.585752054
44th week of 2019,27681.24,0.4554091507,8475.31,1.091597829,3093.08,0.7797793785,8255.89,1.364689937,27651.14,-0.3700917937,2964.18,0.006116362704,8491.02,6.870196985
45th week of 2019,28004.891,0.4385890665,8540.83,1.075552376,3120.46,0.764162976,8315.52,1.347732914,26326.66,-0.3384014531,2891.34,0.03146292031,7311.57,8.139760681
46th week of 2019,27875.619,0.4452604622,8519.88,1.080656066,3110.29,0.7699314212,8272.05,1.360070357,26595.08,-0.3450788642,2885.29,0.03362573606,7541.89,7.860643685
47th week of 2019,28051.41,0.4362033851,8665.47,1.045698618,3140.98,0.7526377118,8403.68,1.323103688,26346.49,-0.3388994132,2871.98,0.03841600568,7488.21,7.924162116
48th week of 2019,28015.061,0.4380668313,8656.53,1.047811305,3145.91,0.7498911285,8397.37,1.324849328,26498.37,-0.3426886258,2912.01,0.02414140061,7064.05,8.460012316
49th week of 2019,28135.381,0.4319169874,8734.88,1.029442877,3168.8,0.7372506943,8487.71,1.300104504,27687.76,-0.3709249141,2967.68,0.004929776795,7132.75,8.368896989
50th week of 2019,28455.09,0.4158285917,8924.96,0.9862206665,3221.22,0.7089798275,8678.49,1.249541107,27871.35,-0.3750686637,3004.94,-0.007530932398,7316.14,8.134051563
51th week of 2019,28645.26,0.4064291963,9006.62,0.9682122705,3240.02,0.699063586,8770.98,1.225819692,28225.42,-0.3829080311,3005.04,-0.007563959215,7354.11,8.086891548
00th week of 2020,28634.881,0.4069389707,9020.77,0.9651249284,3234.85,0.7017790624,8793.9,1.220018422,28451.5,-0.3878115389,3083.79,-0.03290755856,8020.01,7.332408563
01th week of 2020,28823.77,0.397718966,9178.86,0.9312790477,3265.35,0.6858835959,8966.64,1.177250341,28638.2,-0.3918025574,3092.29,-0.03556587513,8915.96,6.495098677
02th week of 2020,29348.1,0.3727474692,9388.94,0.8880661715,3329.62,0.6533418228,9173.73,1.128100565,29056.42,-0.4005565724,3075.5,-0.0303007641,8340.58,7.012152632
03th week of 2020,28989.731,0.3897172761,9314.91,0.9030715273,3295.47,0.6704749247,9141.47,1.135610575,27949.64,-0.3768191648,2976.53,0.001941858473,9384.61,6.120807364
04th week of 2020,28256.029,0.4258029676,9150.94,0.9371714818,3225.52,0.7067015551,8991.51,1.171228192,26312.63,-0.3380486861,,#DIV/0!,9895.05,5.753477749
05th week of 2020,29102.51,0.3843317982,9520.51,0.8619737808,3327.71,0.6542907886,9401.1,1.076631458,27404.27,-0.364417297,2875.96,0.03697895659,9904.72,5.746884314
06th week of 2020,29398.08,0.3704136461,9731.18,0.8216639709,3380.16,0.6286211304,9623.58,1.028623444,27815.6,-0.373816132,2917.01,0.02238593628,9650.86,5.924357
07th week of 2020,28992.41,0.3895888614,9576.59,0.8510701617,3337.75,0.6493146581,9446.69,1.066609574,27308.81,-0.3621955699,3039.67,-0.01887046949,8523.61,6.840105307
08th week of 2020,25409.359,0.5855390134,8567.37,1.06912273,2954.22,0.8634360339,8461.83,1.307139236,26129.93,-0.3334203345,2880.3,0.03541644968,8886.66,6.519810593
09th week of 2020,25864.779,0.5576212733,8575.62,1.067132172,2972.37,0.8520574491,8530.34,1.288609833,26146.67,-0.3338471018,3034.51,-0.0172021183,5172.06,11.9205771
10th week of 2020,23185.619,0.7376085581,7874.88,1.251074302,2711.02,1.030601028,7995.26,1.441774251,24032.91,-0.275257137,2887.43,0.03285967106,6186.98,9.801069342
11th week of 2020,19173.981,1.101156249,6879.52,1.576769891,2304.92,1.388369228,6994.29,1.791222554,22805.07,-0.2362365035,2745.62,0.08620639418,6236.65,9.715047341
12th week of 2020,21636.779,0.8619929519,7502.38,1.362842191,2541.47,1.166069243,7588.37,1.572702702,23484.28,-0.2583259951,2772.2,0.07579178991,6856.99,8.745675581
13th week of 2020,21052.529,0.9136669993,7373.08,1.404278809,2488.65,1.212042674,7528.11,1.593296325,23236.11,-0.2504046503,2763.99,0.07898726117,6876.83,8.717558817
14th week of 2020,23719.369,0.6985076627,8153.58,1.174129646,2789.82,0.9732455857,8238.53,1.369672745,24300.33,-0.2832327791,2796.63,0.06639419587,7248.6,8.219159562
15th week of 2020,24242.49,0.6618561047,8650.14,1.049324057,2874.56,0.9150756985,8832.41,1.210338968,24380,-0.2855750615,2838.49,0.05066778463,7538.67,7.864428341
16th week of 2020,23775.27,0.6945140896,8634.52,1.053031321,2836.74,0.9406078809,8786.6,1.221862837,23831.33,-0.2691268175,2808.53,0.06187578555,8972.05,6.448242041
17th week of 2020,23723.69,0.6981982988,8604.95,1.060086346,2830.71,0.9447417786,8718.18,1.239299946,24643.59,-0.2932166133,2860.08,0.04273656681,9539.4,6.005262385
18th week of 2020,24331.32,0.6557889173,9121.32,0.9434621305,2929.8,0.8789678476,9220.35,1.117340448,24230.17,-0.281157334,2895.34,0.03003792301,9381.27,6.123342575
19th week of 2020,23685.42,0.700942183,9014.56,0.9664786745,2863.7,0.9223382338,9152.64,1.133004248,23797.47,-0.2680869017,2868.46,0.03969028677,9179.15,6.280194789
20th week of 2020,24465.16,0.6467306979,9324.59,0.9010959195,2955.45,0.8626605086,9413.99,1.073788054,22930.14,-0.24040237,2813.77,0.05989828593,9697.72,5.890898067
21th week of 2020,25383.109,0.5871787022,9489.87,0.8679855467,3044.31,0.808291534,9555.53,1.043070348,22961.47,-0.2414388103,2852.35,0.04556243098,9666.3,5.913296711
22th week of 2020,27110.981,0.4860225825,9814.08,0.8062762888,3193.93,0.7235819195,9824.39,0.9871584902,24770.41,-0.2968352159,2930.8,0.01757540603,9473.34,6.054111855
23th week of 2020,25605.539,0.5733912104,9588.81,0.8487111539,3041.31,0.8100752636,9663.78,1.020184648,24301.38,-0.2832637488,2919.74,0.02142999034,9358.95,6.140330913
24th week of 2020,25871.461,0.5572189758,9946.12,0.7822970163,3097.74,0.7771020163,10008.64,0.9505767017,24643.89,-0.2932252173,2967.63,0.004946708316,9012,6.415224146
25th week of 2020,25015.551,0.610499405,9757.22,0.8168023269,3009.05,0.8294810655,9849.36,0.9821206657,24549.99,-0.2905219106,2979.55,0.0009263143763,9135.46,6.315012052
26th week of 2020,25827.359,0.5598780348,10207.63,0.7366362221,3130.01,0.7587803234,10341.89,0.8877226503,25373.12,-0.3135381065,3152.81,-0.05407874246,9234.03,6.236926889
27th week of 2020,26075.301,0.5450456353,10617.44,0.669605856,3185.04,0.728392736,10836.33,0.8015896526,25727.41,-0.3229913155,3383.32,-0.1185255902,9170.28,6.287236595
28th week of 2020,26671.949,0.5104831672,10503.19,0.6877672402,3224.73,0.7071196658,10645.22,0.8339329765,25089.17,-0.3057689832,3214.13,-0.07212527185,9700.42,5.888980065
29th week of 2020,26469.891,0.5220134454,10363.18,0.7105695356,3215.63,0.7119506908,10483.13,0.8622892209,24705.33,-0.2949829045,3196.77,-0.0670864654,11801.17,4.662658872
30th week of 2020,26428.32,0.5244075295,10745.27,0.6497435616,3271.12,0.682909829,10905.88,0.7901003862,24595.35,-0.2918303663,3310.01,-0.09900272205,11761.41,4.681801757
